4	4	0	2.2266268027511353
7	4	0	3.0215005011934877
4	1	1	2.444189578895936
9	8	0	4.3900023615014705
0	8	0	4.903611529785273
7	9	0	4.15748889387796
1	4	0	4.048018888418659
5	0	1	1.0423041966991315
7	2	2	3.0680530276124367
5	0	1	1.3441468178297138
5	4	0	1.8772331547115906
7	9	0	3.3198951139795554
7	3	2	3.741887032486633
5	9	0	2.3227694348533774
8	4	0	5.0
9	9	0	5.0
3	0	1	3.552646733353222
9	6	1	3.986286279915039
7	7	2	3.7074171466839525
1	5	1	5.0
2	5	1	4.935119412211604
3	5	1	4.897200273430244
2	2	2	1.3279837950124906
1	4	0	2.891232506662372
4	2	2	5.0
1	6	1	4.144782200390941
1	8	0	3.255538803387039
2	1	1	3.510405627824827
4	8	0	3.006104386555161
2	7	2	1.2059808126142793
2	7	2	3.908285775063749
8	0	1	3.957946092843558
7	7	2	3.514392047734895
2	8	0	4.712684625391795
4	3	2	4.492679007417071
1	8	0	2.7192547641140488
5	7	2	5.0
3	2	2	3.8560196404117337
6	9	0	1.4522857037285664
0	1	1	4.679973761798192
0	0	1	3.993075517506383
4	1	1	3.412249041953834
6	6	1	4.941565497920905
0	0	1	5.0
2	0	1	4.018924425090501
6	0	1	5.0
5	2	2	5.0
2	6	1	2.9711150967397435
6	1	1	4.642024619739994
5	7	2	5.0
9	3	2	1.0
1	8	0	3.255095706513367
5	9	0	1.4226505894975279
7	2	2	4.726478615625876
6	5	1	5.0
5	9	0	1.0100172612218157
1	5	1	5.0
5	3	2	5.0
0	4	0	3.009831284440023
4	3	2	5.0
7	9	0	2.6860505890848976
1	8	0	3.736543714762066
4	6	1	3.17291171852991
8	8	0	5.0
5	9	0	2.2594705605698815
3	7	2	2.355924183350039
6	3	2	5.0
5	0	1	1.0029509056337849
8	5	1	4.553946273224843
4	3	2	4.436942932076269
2	2	2	2.61801710264726
8	0	1	4.796857324335905
8	1	1	4.7657657326978775
7	5	1	4.2500129497708095
1	1	1	5.0
9	2	2	1.4372804627415645
8	3	2	5.0
9	0	1	3.4490398299423797
3	2	2	2.2902008452208658
4	3	2	5.0
2	3	2	2.6582035969598126
7	2	2	4.7691260531980415
7	4	0	1.9542111790816052
5	3	2	4.484703448511667
9	6	1	2.309519876487582
8	0	1	5.0
0	2	2	1.8292713748702412
2	8	0	5.0
6	3	2	5.0
5	6	1	1.7353658219256918
2	2	2	2.347799030314016
8	5	1	4.014943100171898
2	5	1	4.024295563413415
7	7	2	3.25490239794242
7	0	1	3.165076539905377
5	2	2	5.0
4	9	0	3.372239320036849
7	3	2	3.678080819056014
3	5	1	3.4803028285113857
8	4	0	4.677629604019029
4	6	1	2.6634457199923003
9	8	0	3.4109582518714836
8	3	2	3.0870461684676083
0	1	1	4.38139894365842
8	0	1	3.9099754182693065
2	2	2	1.3669804084697
4	0	1	4.031682212307282
7	0	1	4.2186686728104705
1	8	0	2.5959953388181733
7	7	2	3.61653240649848
4	1	1	3.2752566699864
7	1	1	3.7560721407210735
0	3	2	2.4829135883837052
1	2	2	5.0
8	0	1	4.955367560034351
0	6	1	5.0
9	1	1	4.360380639900608
0	2	2	1.0
8	5	1	5.0
2	3	2	1.6411033023624202
6	7	2	5.0
8	3	2	5.0
1	3	2	5.0
4	8	0	2.5127777248972025
5	4	0	2.0665323773620705
4	6	1	2.3860995682890858
2	7	2	1.1923639354814406
6	1	1	5.0
3	7	2	2.862980407525197
8	6	1	5.0
6	1	1	5.0
4	1	1	3.9098253209151133
7	6	1	5.0
3	0	1	5.0
5	3	2	4.458401824391039
0	8	0	3.510197147880204
5	2	2	5.0
4	4	0	4.004589810994032
4	5	1	2.7098243894955543
3	1	1	4.485832070768746
3	1	1	4.4895843751388185
8	2	2	3.5607253045564433
3	3	2	2.7381674119202293
2	6	1	3.2806687341573157
5	9	0	1.258224048873746
2	7	2	1.0
0	6	1	3.989626437754527
2	7	2	1.9308389891490347
5	3	2	5.0
4	1	1	2.256253816452806
2	2	2	2.1172259105537354
5	5	1	2.2576165526843543
8	0	1	4.701859405344813
3	4	0	3.9657747454359713
1	3	2	5.0
7	0	1	2.8319077603918856
6	4	0	1.9005218136322028
0	5	1	4.002886584107337
1	9	0	2.746237319994205
7	3	2	2.8775197980788367
3	1	1	4.170981008212751
5	1	1	2.032517861140629
4	4	0	3.0578939683262365
9	4	0	5.0
8	6	1	3.8889892262164776
3	4	0	3.9291931020522206
9	9	0	4.654539172430842
3	5	1	3.1378398663833234
4	5	1	2.3828209671310985
5	8	0	1.0890407139182632
5	7	2	5.0
4	6	1	2.8451154264768777
4	5	1	3.4421486828825674
5	9	0	1.0
9	8	0	4.539823079125708
5	3	2	5.0
4	2	2	4.240724838871064
7	6	1	3.1761468740435763
4	3	2	5.0
3	9	0	2.452545991352181
3	2	2	2.706183336409593
9	6	1	3.556880707777136
9	9	0	4.474593783790407
7	0	1	3.774950966857688
3	6	1	4.3219885300845355
0	3	2	1.3143236209320093
3	6	1	4.14479215319289
2	4	0	4.687630887874939
4	0	1	3.0477566037546033
3	7	2	1.598430969851633
2	2	2	2.993965603684032
4	1	1	2.458542313037501
8	8	0	5.0
6	5	1	5.0
7	2	2	3.029045438328968
4	7	2	5.0
8	6	1	4.421625724136032
5	6	1	2.985672948066341
4	0	1	3.860379768110491
9	7	2	1.6121026219998018
